aa_000,ab_000,ac_000,ad_000,ae_000,af_000,ag_000,ag_001,ag_002,ag_003,ag_004,ag_005,ag_006,ag_007,ag_008,ag_009,ah_000,ai_000,aj_000,ak_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,as_000,at_000,au_000,av_000,ax_000,ay_000,ay_001,ay_002,ay_003,ay_004,ay_005,ay_006,ay_007,ay_008,ay_009,az_000,az_001,az_002,az_003,az_004,az_005,az_006,az_007,az_008,az_009,ba_000,ba_001,ba_002,ba_003,ba_004,ba_005,ba_006,ba_007,ba_008,ba_009,bb_000,bc_000,bd_000,be_000,bf_000,bg_000,bh_000,bi_000,bj_000,bk_000,bl_000,bm_000,bn_000,bo_000,bp_000,bq_000,br_000,bs_000,bt_000,bu_000,bv_000,bx_000,by_000,bz_000,ca_000,cb_000,cc_000,cd_000,ce_000,cf_000,cg_000,ch_000,ci_000,cj_000,ck_000,cl_000,cm_000,cn_000,cn_001,cn_002,cn_003,cn_004,cn_005,cn_006,cn_007,cn_008,cn_009,co_000,cp_000,cq_000,cr_000,cs_000,cs_001,cs_002,cs_003,cs_004,cs_005,cs_006,cs_007,cs_008,cs_009,ct_000,cu_000,cv_000,cx_000,cy_000,cz_000,da_000,db_000,dc_000,dd_000,de_000,df_000,dg_000,dh_000,di_000,dj_000,dk_000,dl_000,dm_000,dn_000,do_000,dp_000,dq_000,dr_000,ds_000,dt_000,du_000,dv_000,dx_000,dy_000,dz_000,ea_000,eb_000,ec_00,ed_000,ee_000,ee_001,ee_002,ee_003,ee_004,ee_005,ee_006,ee_007,ee_008,ee_009,ef_000,eg_000,class
542640,na,na,na,na,na,0,0,0,0,39534,23969588,53752910,7672822,69344,1612,23425920,5188,240,0,73862,115824,44480216,40233758,6447158,3737872,na,0,0,0,na,na,30266,14512,10340,12922,15410,92918,48712382,36453508,163552,0,95476,74644,95572,238716,20165704,64260298,575392,8,0,0,50580912,21523840,8353724,3367204,1168134,387064,115582,9350,0,0,51005618,na,na,na,na,23425920,581742,3271996,3153426,119060,138840,154340,165000,150140,162620,122540,140340,60400,542640.73,51005618,51005618,87040952,235539,na,100958,139340,85505810,1209600,na,na,na,na,66777301.44,0,18637775.04,242,9776,0,0,324,3910966,50892088,28134880,2266288,275290,25928,46,na,na,51005618,na,104160,20446,10177222,10560104,8975312,47903394,7706444,58720,8,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,293108,na,na,na,na,na,na,na,na,na,na,na,na,na,36325.2,58630,19835818,46216630,11393542,4260112,3536884,246474,14622,1296,432,0,na,na,pos
880862,na,na,na,0,0,0,0,49454,1414542,11204012,20782590,12811582,2889948,237220,15372,25103902,144570,82,na,554226,798702,42787946,37552362,16421348,4989216,0,0,9464,0,1758,476,0,0,0,5804,277180,702756,2056896,18542402,27819682,0,188582,283484,445068,577886,10382516,37527166,18,0,0,0,11858802,18647750,9116006,3464062,1788444,1181586,1098734,1204284,679666,365386,59764250,70836,21712,66740,14202,25103902,700790,10462326,5946300,455840,290680,316320,360840,279480,363660,338620,438340,210000,880861.06,59764250,59764250,59662178,295179,798492,na,447080,49404720,1209600,0,na,na,na,42406134.72,0,6962039.04,3396,13090,0,425772,4625030,16680052,16250188,9737216,1582972,92690,10538,262,na,0,59764250,na,33790,6712,3577480,2697100,21478626,21577986,33026,0,0,0,na,na,na,na,na,na,na,na,na,47414,2978,na,na,na,na,na,na,na,na,400920,103490,28216,2021871166,10625584,1377102,169512,100727080,13538666,31185908,664374,0,0,na,13012,15090,7175250,4610414,2933474,1633106,3586472,4405736,7584872,17120934,354344,118,0,0,pos
331092,na,976,na,0,0,0,35414,826630,5573038,8739164,11069652,4497960,1613822,134918,0,12169064,0,56,0,1534972,2203770,25175056,23031660,6372758,3361278,0,0,702,0,17470,1196,0,0,0,0,0,0,0,12268324,20222274,0,214714,126126,173070,254110,13594298,18128280,0,0,0,0,12599012,8789736,3023088,2192154,1464990,1118246,1067722,1240116,711430,284104,33083502,8650,12414,4846,834,12169064,384668,2220888,4145840,197860,260520,253240,222700,284940,323600,272940,199620,79560,331092.39,33083502,33083502,33106394,194300,185748,29516,405340,32490598,1209600,0,na,na,na,19824800.64,8849958.72,3796929.6,na,na,134040,2855356,7761144,9479178,9120988,3011446,111658,15168,1620,0,na,0,33083502,na,8662,2030,5066284,4458424,9809088,13110388,35722,0,0,0,na,na,na,na,na,na,na,na,na,25382,1532,0,0,205970,8899340,0,0,0,0,215594,258528,45006,41349674,6057854,964260,123576,54437760,6175450,7601398,316378,0,0,57590060,na,na,12766848,4347032,3644090,1447552,3064390,5003684,1925182,263930,27890,0,0,0,pos
693922,na,0,na,0,0,0,0,0,207432,1778930,4269514,4335982,1447642,45296,0,24014410,10584,646,na,246702,340754,44103580,38359168,10190536,4989968,0,0,0,0,0,0,0,6946,87734,64228,179576,293996,2890226,3394544,5167546,0,21812,35406,74386,177462,5796692,5979010,24,2,0,2,4347978,2122412,1613674,982954,573424,576750,1101482,759612,6510,0,54548808,2498,5916,2350,842,24014410,731598,5034550,5109310,245800,232100,196360,223260,231520,219120,185420,211540,308700,693922.24,54548808,54548808,12616458,81753,351340,na,1207560,12084796,1209600,0,na,na,na,29700026.88,0,5035609.92,0,0,0,32882,779952,3002970,4359436,3111158,742142,47374,8470,412,na,0,54548808,na,8006,2756,816054,593920,2541204,7706556,412912,3388,0,0,na,na,na,na,na,na,na,na,na,5224,2458,0,0,0,0,0,0,0,0,459848,113304,23526,0,0,298618,62222,13337100,1844824,0,0,0,0,197709940,3345.92,3358,2107428,1385162,1015146,501814,1060800,1799552,1772072,1474072,929548,39202,0,0,pos
980162,na,1104,na,0,0,0,0,27268,2259704,12245864,10861998,2447616,179184,8358,0,27338200,5930,220,0,2904364,4273328,55802548,52212492,19503128,5369998,0,0,0,0,45212,2884,0,0,0,0,0,0,916,6559554,21469522,0,97546,63766,58970,83012,6227204,21499494,0,0,0,0,5890448,9631202,4317330,2418234,1443086,1391684,1563826,1253426,120548,208,78213046,74232,71244,6094,172,27338200,828350,13120134,6372336,332400,352240,323480,333540,318820,284480,300860,296000,178560,980162.05,78213046,78213046,34984260,201203,44092,40650,741360,28029992,1209600,0,na,na,na,56385821.76,3732565.44,4678105.92,376,9808,0,121168,5184508,12472024,7828324,2192016,196508,33838,1606,0,na,0,78213046,na,24238,5260,2623110,1523044,17382102,6470786,1452,0,0,0,na,na,na,na,na,na,na,na,na,54776,1992,4290510,6153796,0,0,0,0,0,0,460184,1149794,140764,0,0,1821050,194722,148590240,15174848,0,0,0,0,44134980,12796.92,13582,2750060,4549012,3604200,1924690,4809868,9533152,688612,129902,40496,0,0,0,pos
446702,0,na,na,na,na,170,131050,1218272,6181394,13228324,11948440,3973740,422854,38700,20,16510980,2784,20512,na,na,3726380,na,27110846,na,3223402,na,0,0,0,na,na,0,0,0,0,0,0,0,4699048,32312536,131380,257590,134834,171064,118504,6034054,22251858,6605716,1569342,2,0,16563596,5738074,3630748,2449560,1913484,1413528,1708422,2912710,699038,113804,38609330,na,na,na,na,na,na,2277988,5329260,na,na,na,na,na,na,na,na,na,446701.79,38609330,38609330,38818566,158650,na,na,na,37220058,1209600,na,na,na,na,28930863.36,0,8204594.88,5392,10326,416454,1187194,3159178,4284208,7292260,9269864,7369178,3016184,931086,217358,na,na,38609330,0,152374,18464,812150,6675310,2077032,16502486,10453480,451648,20,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,342040,na,na,na,na,na,na,na,na,na,na,na,na,na,69696.46,44434,8724346,8918296,4789154,1770232,3292046,2428444,2257362,4850148,112936,0,na,na,pos
586792,na,na,na,na,na,0,3180,415098,5656390,18295746,24706858,11297058,2178596,198460,222,20314154,100360,240,na,1584872,3392638,39876964,31397810,21780010,9692662,na,0,0,0,na,na,0,0,0,0,0,0,12316,50602046,12137246,0,52618,26534,56738,109264,21215108,41291340,6,0,0,0,21024578,16069410,6472664,5090254,3794288,2666712,2024310,1772524,1032154,2804714,63247588,na,na,na,na,20314154,775574,3801330,17934628,385420,409680,350660,367520,382440,380740,396940,384080,116320,586792.3,63247588,63247588,63286766,264492,na,na,262300,62751608,1209600,na,na,na,na,39426081.6,6133421.76,17167261.44,368,4610,23124,971798,6962900,18094130,22706770,12337306,1545082,100942,9534,22,na,na,63247588,na,46988,10968,18226642,5845420,9061604,27852748,1627004,80232,2,0,4174,11222,20031924,4458764,0,523742,0,0,23364932,na,na,na,na,na,na,na,na,na,na,500450,na,na,na,na,na,na,na,na,na,na,na,na,na,23696.78,17522,24019182,12991792,5345310,1897616,3726742,8570962,5767870,397366,34768,0,na,na,pos
1025462,na,0,na,0,0,0,0,0,0,7862,1251054,4365036,1326156,1242,0,29130378,0,0,0,50386,83102,51785590,39591814,15174552,10980660,0,0,0,0,0,0,0,0,0,0,0,141982,2682070,3972674,154624,0,20636,17890,23856,37018,2496888,4355046,16,0,0,0,2692602,863594,627306,510806,494626,855936,860928,45552,0,0,67023628,198,220,534,280,29130378,1040724,9408326,5748342,248320,222420,229060,238300,214100,204660,216620,234800,66580,1025461.35,67023628,67023628,7077374,49223,2078250,68222,347960,6951350,1209600,0,na,na,na,61980341.76,0,3074016,0,0,0,0,0,176062,2961710,3319578,449134,34070,10346,450,na,0,67023628,na,8008,1328,278208,362718,3845614,2298894,154032,2548,0,0,na,na,na,na,na,na,na,na,na,4384,166,0,0,0,0,0,0,0,0,697834,128426,25704,0,0,294488,42082,12145300,1718008,0,0,0,0,0,3069.26,3428,430222,1352866,1131576,702716,1948386,1140210,228874,14950,1550,0,0,0,pos
354598,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,14539026,0,186,596,898460,1271668,29413032,25758722,8703120,4258798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39015702,0,0,0,0,14539026,544382,1819216,6880484,316340,328860,301440,307180,275880,283520,251320,258320,73440,354598.2,39015702,39015702,38899826,0,0,16318,285960,37999310,1209600,0,na,na,na,24100030.08,9369917.76,4511365.44,0,0,0,0,0,0,0,0,0,0,0,0,na,0,39015702,0,0,0,0,0,0,0,0,0,0,0,na,na,na,na,na,na,na,na,na,0,0,0,0,0,0,0,0,0,0,257348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pos
727812,na,na,na,na,na,0,0,39086,2246764,2906868,2391718,1540356,835708,353612,46710,27937084,6656,244,na,1980760,3838034,47771932,36734328,27409738,12483442,na,0,19486,0,na,na,0,0,0,0,0,0,0,2186940,8173882,0,29370,38828,62442,692494,7393636,2144052,0,0,0,0,3778154,3013914,1307984,836246,556060,374708,326460,162874,4372,50,77164776,na,na,na,na,27937084,1331768,6207434,21151650,267480,246940,268260,524740,454960,447860,571040,591080,229160,727811.96,77164776,77164776,10545580,45508,na,na,890280,10360822,1209600,na,na,na,na,51291178.56,7806784.32,16283094.72,1134,2714,0,120610,2568926,3231742,1970828,1851110,563030,52942,1572,62,na,na,77164776,na,4944,1342,528528,2710086,722962,5402100,976088,14772,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,853684,na,na,na,na,na,na,na,na,na,na,na,na,na,2978.16,1980,3526844,2803448,2169832,321794,541090,566780,346670,81990,2374,0,na,na,pos
181460,na,7634,6034,0,0,0,146928,1127254,4211790,7496468,7517370,3144144,574146,58284,8268,9238012,0,0,0,1517276,2831858,16230962,13692914,6904476,3618134,60,0,756,0,15522,1014,0,0,0,0,0,0,102904,10213768,13940276,27704,26744,9860,18674,43306,1440152,22745910,6,0,0,0,11219440,7156564,1903452,1121020,755202,564408,426108,395354,252672,490432,24654966,1226,394,1756,0,9238012,363444,1550620,5339496,387860,393520,424600,438120,403280,409560,349100,292360,119040,181459.46,24654966,24654966,24680564,101645,56904,24944,438900,24284652,1209600,817940,1172,4190,0,14244931.2,0,10022479.68,602,1256,520028,2599990,5715150,7697884,5767240,1816450,142180,23436,2294,0,40,46,24654966,na,14042,2794,6594026,3405320,4670056,9554932,43482,0,0,0,14282,1810,12110350,519162,0,2454,0,0,14823530,37396,530,0,0,0,0,0,0,0,0,242252,71160,15288,0,0,783114,128322,3947260,604658,0,0,0,0,4527940,4504.86,5724,10315944,6272222,2533312,624832,1295930,1552742,1203654,461352,24664,0,0,0,pos
190504,0,na,na,0,0,0,1720,379654,3801230,8014862,5408302,2706404,223560,4944,0,9138016,7454,0,na,1230400,1824702,17094172,16338556,3139196,968706,na,0,0,0,18344,8738,0,0,0,0,0,0,0,1711460,18535484,293732,168622,78214,157110,135564,59098,13172696,2243574,4525768,30,0,9991638,4361096,2311004,1557504,1099996,797372,342370,79696,0,0,21476638,na,na,2442,0,9138016,242088,605672,2518734,153120,133380,183860,291160,217920,166780,152340,178640,139840,190504.88,21476638,21476638,20762802,53974,na,na,807000,20581444,1209600,1112090,na,na,na,14766645.12,0,5750998.08,7350,19526,138466,897096,2799624,2439910,3544448,4192140,3146154,2022020,1010348,350470,na,na,21476638,0,87904,11068,17256,5854096,829556,6962244,6506410,272142,0,0,na,na,na,na,na,na,na,na,na,53958,na,na,na,na,na,na,na,na,na,143292,na,na,na,na,na,na,na,na,na,na,na,na,na,na,23946,6141416,6160064,2910970,1039608,1421078,698968,511726,1655936,910,0,na,na,pos
520122,na,11586,228,0,0,0,115572,2107816,9103110,16680364,14380298,7005604,5411098,4647688,5468048,28080198,121200,374,0,1929220,3101774,48883768,40668346,15931842,9672896,40,0,4106008,96986,31600,3342,0,0,0,0,0,0,289196,32842110,31786194,2098,207512,262564,481426,801622,44473554,18692878,38,0,0,4,20175084,15193870,9487796,5476188,3983210,2850794,2409250,3152518,1691268,499620,66744452,4482,1298,4918,32,28080198,917208,4733156,11187384,312860,310060,362160,370020,371840,337460,281280,333580,66580,520121.19,66744452,66744452,66798146,480604,711466,1202,193560,64919598,1209600,1070906,60,344,0,33298174.08,18695369.28,12900087.36,13688,20358,161334,3045206,10723876,23379162,17176812,8574976,1639158,206222,12484,368,20,5930,66744452,na,18392,4556,11516330,7483798,23620114,22246910,29498,0,0,0,552,236,980456,53670,602,13790,0,0,2584628,47756,2318,0,0,3740,17295700,0,0,0,0,610650,434370,83692,0,0,1466000,210478,46295440,7476658,0,0,0,0,37212340,10512.1,10458,31836874,8782308,6020340,3568138,7277682,4311170,1891970,1153816,77278,22,0,0,pos
921844,na,na,na,na,na,0,0,0,0,455626,10374104,31665548,11541702,149878,1936,20567910,2994,0,na,608,1400,46963928,42804516,7764506,3999428,na,0,370,0,na,na,0,0,0,0,0,2229658,18586530,26236564,7136042,0,25830,25332,48120,86208,3215448,50044418,742262,876,152,148,16421106,11327542,5654172,4452740,3861436,4153042,7140804,1177944,8,0,54734398,na,na,na,na,20567910,595154,4326536,3419850,206120,189980,233640,176500,144040,138820,156280,161940,37420,921844.48,54734398,54734398,54771814,380215,na,na,203560,54188794,1209600,na,na,na,na,49174248,0,4991279.04,na,na,0,0,32200,4839142,23159994,22458544,3242420,365078,83908,7508,na,na,54734398,na,41150,8762,2260820,1975132,5725544,39906196,4209976,61176,38,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,268048,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,5247640,8626390,6628060,3292642,6643786,6409950,6336044,4282110,6378864,343308,na,na,pos
1461572,na,na,na,0,0,0,0,0,57822,3850312,42159446,46936818,7158626,166974,730,34714962,321068,0,na,60486,92866,73733674,57780742,30766222,13275800,0,0,6240,0,0,0,0,0,0,0,0,483736,51085250,14109014,34652728,0,174592,104834,133594,230464,51984126,47700526,2388,166,28,10,36098552,20113930,7636576,5688126,4779096,5703976,12124144,8163952,22376,0,104582274,8136,7428,61502,10124,34714962,1604812,12980668,17704822,664880,624900,527320,450660,525080,522940,264700,291180,178160,1461572.6,104582274,104582274,102430856,649849,20241674,na,292700,100330728,1209600,0,na,na,na,84835582.08,887.04,15339966.72,0,0,0,0,530936,14644240,50331794,28435758,5201804,977572,205300,3324,na,0,104582274,na,122674,25910,9828790,7597804,21494284,58417942,2815190,28128,6,0,na,na,na,na,na,na,na,na,na,95026,4258,na,na,na,na,na,na,na,na,965624,1269272,344190,0,0,3430136,608230,96324200,74669282,0,0,0,0,na,42909.22,58050,16111500,18115750,13453418,6822686,13079574,11450502,10192462,7185790,3879476,39570,0,0,pos
1055222,na,0,na,0,0,0,0,0,4666,795384,11270684,36387334,14202368,194810,0,30783980,590468,0,na,15024,27472,53604056,44684356,16479742,7896032,0,0,0,0,0,0,0,0,0,0,0,2263456,19926750,26313666,14351374,0,116398,86312,207778,364622,20498070,41571126,10926,6,4,4,21343700,10331158,5811396,4874340,4491922,5040020,8288648,2673004,1058,0,70105212,5252,8352,4732,1992,30783980,900064,10046180,6349830,191120,244600,331360,284500,358020,432320,440700,476940,265520,1055222.65,70105212,70105212,69448018,442132,8715854,na,1041340,62855246,1209600,0,na,na,na,56874340.8,0,5935431.36,0,0,0,0,218178,5101360,25998714,28316570,2890658,259720,66080,3966,na,0,70105212,na,42586,9420,3100106,2107436,4296786,45700520,7487966,110362,64,0,na,na,na,na,na,na,na,na,na,31056,914,0,0,0,0,0,0,0,0,544168,1037268,198112,0,0,2415744,377724,84262200,15947824,0,0,0,0,897893930,17510.8,20776,6255300,10159446,7707718,4053332,8942420,8140570,6561534,3643434,6787900,603592,0,0,pos
710406,na,na,na,0,0,28,41162,992400,6197962,15317402,15816114,3964520,188152,7022,130,19768224,36094,0,na,2861198,4651498,31229736,28113214,11171044,4631158,na,0,0,0,0,0,0,0,0,0,0,0,79126,10125386,32259470,60910,276666,155818,229066,480754,39011546,2371038,4,0,0,0,7025300,13126716,8267294,5365382,2903592,1811932,1456798,1407906,698332,461640,45270648,na,na,0,0,19768224,689118,3969580,7170590,327000,347600,339880,343900,405500,334840,247560,240760,144900,710405.74,45270648,45270648,45145552,316720,na,na,432640,42524892,1209600,0,na,na,na,35960370.24,0,6531907.2,4480,15176,209334,3214114,10326062,15718988,10312690,2428294,264472,43368,2902,4668,na,na,45270648,na,36256,7334,2676364,3312138,6887492,29576190,29118,0,0,0,na,na,na,na,na,na,na,na,na,0,na,na,na,na,na,na,na,na,na,474616,na,na,na,na,na,na,na,na,na,na,na,na,na,16056.8,18878,6750846,4705646,2832682,1431196,4175258,7073672,9108726,6307290,139576,0,na,na,pos
482076,na,na,na,na,na,0,0,2466,503468,9950680,19993640,20344946,3683630,191778,14876,22503180,183138,174,na,125832,285472,34854224,22856112,20319012,11927728,na,0,224040,0,na,na,11402778,4518794,4790318,3057712,2812738,3598724,14958052,7733358,1813010,0,64430,71980,124376,5584102,38134182,10705990,424,0,0,0,28525816,7646652,4189782,3533538,3675900,3817510,2752396,535580,8228,82,55306140,na,na,na,na,22503180,1009656,8176026,12106432,468160,446620,518640,405700,438540,426600,428220,406920,307220,482075.37,55306140,55306140,55344694,291559,na,na,774140,54685484,1209600,na,na,na,na,47194036.8,0,7465093.44,na,na,0,4304,429582,10932972,26133534,14832678,1999088,293686,56302,3338,na,na,55306140,na,45576,9840,5119178,3112528,10343526,32228118,3800296,26422,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,747874,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,7839618,27887028,13220774,2549264,2091438,712950,257080,74410,52592,330,na,na,pos
384448,na,900,na,0,0,0,0,0,339892,6038352,17010306,12294934,1102848,28862,732,17848058,132248,68,0,316764,667152,26386822,17713002,13074906,8032338,0,0,588,0,6686,724,4181384,9151914,3996870,3239152,2086326,504332,649088,6605868,6400992,0,56130,47970,96072,1204790,26730168,8679056,1740,0,0,0,17105924,4584930,2734756,2544620,2743446,3102578,2672710,1205510,110586,10866,39785476,444,1004,2284,1192,17848058,638340,5800728,7198538,564820,621900,563960,544220,569760,498840,475880,438860,506420,384448.71,39785476,39785476,39043102,219906,1707676,29438,992120,36815926,1209600,0,na,na,na,31653285.12,0,5123914.56,0,0,0,396,253072,6775432,17484130,10311372,1709192,239792,39350,3190,na,22,39785476,na,37044,7654,2345882,1829708,7993480,22434496,2116968,50672,22,0,na,na,na,na,na,na,na,na,na,18760,356,0,0,0,0,0,0,0,0,518962,61938,10556,0,0,855870,119710,45504000,9283640,3169724,756534,0,0,108273350,14941.16,17456,5378518,15678818,7550804,2233268,2980742,1333922,771586,492882,393396,1990,0,0,pos
1009598,na,na,na,na,na,0,0,0,0,198528,11108500,42525234,14149986,439574,17646,25132642,245340,19400,na,342,494,53250300,44716434,21196594,7790704,na,0,1558,0,na,na,0,0,0,0,1114,7687220,56783708,3900648,66778,0,46712,29392,72770,197184,10954666,56955246,182298,1056,120,24,22837744,13874460,4200148,3790416,4325816,7496368,11099956,814528,32,0,74466656,na,na,na,na,25132642,874508,11366158,9675786,246980,225420,226700,242300,341540,313680,321680,366300,62060,1009597.33,74466656,74466656,74489488,469683,na,na,408140,68439468,1209600,na,na,na,na,58182513.6,0,10208458.56,0,0,0,0,12970,4332248,31750232,28378572,3427740,452934,83694,1078,na,na,74466656,na,68826,16162,6486956,4337310,21647070,33397890,2412020,73222,12,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,515066,na,na,na,na,na,na,na,na,na,na,na,na,na,27336.94,35642,10543248,13419318,9605692,4243920,7707862,6056374,5421828,3928352,7368248,144626,na,na,pos
1738210,na,na,na,na,na,0,20788,778914,5018490,8375386,10434456,4885108,931238,21104,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,0,0,0,0,0,67170,11004368,19393946,0,130218,84088,106476,608454,26932286,2603954,2,2,4,0,8729262,7405034,3593544,2546492,2105196,1650704,1350172,1469354,957852,657874,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,1738210.73,na,na,31954960,156945,na,na,na,30465484,na,na,na,na,na,34155027.84,9376451.52,5436806.4,3226,6494,38878,1560784,5779388,9421374,9121972,4242638,274562,22394,3432,62,na,na,na,na,10638,2964,7299506,2412264,5284898,15048232,401596,5386,0,0,18288,56260,30543086,4100094,4712,29214,0,0,49716418,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,6024.42,4464,10354218,4982584,2658670,1302578,3359876,3865780,2274484,1607568,59522,204,na,na,pos
219380,na,628,na,0,0,0,0,79442,1409344,5307904,6228334,1541524,65694,2812,0,6159518,3692,0,0,544780,826596,12361060,10976036,6128962,1601632,0,0,0,0,3142,654,0,0,0,0,0,0,8582,4348166,10083566,194740,47772,30696,53936,149690,594952,13757992,16,0,0,0,4150186,4730306,2536940,1249504,666812,387314,299340,361600,175002,78050,19037608,4672,13172,1282,54,6159518,218352,4065960,2058214,670360,461780,429640,319900,284960,317840,305100,388540,470140,219380.31,19037608,19037608,19089466,87423,19662,69782,864900,14635054,1209600,0,na,na,na,11725462.08,0,2890957.44,340,4812,4872,550482,2676238,6055140,4284160,912614,116416,31032,3964,136,na,0,19037608,na,17742,3538,1823512,1456388,1815800,9486042,32032,0,0,0,na,na,na,na,na,na,na,na,na,13910,384,0,0,0,0,0,0,0,0,127762,81208,20002,0,0,571856,98804,15228680,1714164,0,0,0,0,24864960,7326.34,8708,3010954,2377170,1243102,475316,872100,769050,961996,4812930,112436,0,0,0,pos
1440476,na,na,2972,na,na,0,0,0,130088,1998062,2977244,840250,134532,9232,0,36071388,584016,4160,na,5488304,11137684,59313002,46659650,49184978,17004872,na,0,0,0,na,na,0,0,0,0,0,0,18052,3353828,2717528,0,27002,11534,22422,39818,4287554,1701078,0,0,0,0,1449944,1567554,879176,558874,411496,307812,241644,291030,192174,189704,114013916,na,na,na,na,36071388,1132118,8374556,40750038,779500,866140,699080,639560,729100,782020,695780,505440,28660,1440476.39,114013916,114013916,6229278,33132,na,na,42860,6089408,1209600,na,2436,104,0,85543831.68,0,25278827.52,208,1180,0,6194,244286,1971942,2637704,1104870,117804,6286,322,0,28,na,114013916,na,6656,2076,1046248,459950,1630804,2741074,202090,510,0,0,3344,8216,16804332,5809640,566,8310,0,0,17602678,na,na,na,na,na,na,na,na,na,na,875156,na,na,na,na,na,na,na,na,na,na,na,na,na,3689,3284,1433400,1186760,581954,263398,615712,965280,966148,74820,1936,0,na,na,pos
